$Name	%Input[4:0,0,0,0]<4:1,1,14,1>	%Input[4:0,0,1,0]	%Input[4:0,0,2,0]	%Input[4:0,0,3,0]	%Input[4:0,0,4,0]	%Input[4:0,0,5,0]	%Input[4:0,0,6,0]	%Input[4:0,0,7,0]	%Input[4:0,0,8,0]	%Input[4:0,0,9,0]	%Input[4:0,0,10,0]	%Input[4:0,0,11,0]	%Input[4:0,0,12,0]	%Input[4:0,0,13,0]	%Output[2:0,0]<2:1,4>	%Output[2:0,1]	%Output[2:0,2]	%Output[2:0,3]
Antonio	0	0.46385877549757976	0.7925931249608329	0.7202597002774819	0.20740687488888937	0.7508395969934432	0.255039079970492	0.43551781791108657	0.7016652861134995	0.6741405061649393	0.7672714158322407	0.4422330132853836	0.5153519939765502	0.534329265644678	0	1	0	0
Neville	1	0.5483816092665048	0.7086894442087937	0.7127890948985532	0.2913105556400697	0.6258862412708567	0.2606544178143699	0.2885954598037048	0.6583750211803342	0.7286122629584904	0.6073434244873802	0.3758169171601585	0.4529794125788375	0.4388978156077648	0	1	0	0
Rocky	0	0.3944837078391043	0.8451211873604639	0.5477791725697576	0.15487881248989646	0.8432219201449971	0.3477850940900497	0.32854567954927916	0.7306307367829925	0.6780034315280264	0.7024013133769745	0.3727549063833031	0.4785209644482806	0.4104529465410171	0	1	0	0
Fred	1	0.4821458948703277	0.21309058073047843	0.13633059660406655	0.7869094192247352	0.13577482808252042	0.3518082886172385	0.23353649595875622	0.5674438215138089	0.9148509499833688	0.8580708372957456	0.7986476471045569	0.27859468546168886	0.21941633734311897	0	0	1	0
Jan	0	0.5347803225956111	0.38791309087619225	0.5951148078214762	0.6120869090311918	0.8172077402846634	0.7406782955248206	0.697080046777561	0.691083602498301	0.8157558489269694	0.7735427067634996	0.34551806980426364	0.7969864781175487	0.35074043514135583	0	0	0	1
Long	1	0.35569027109784573	0.2617766875748023	0.654647831984422	0.7382233123768678	0.729036729036729	0.8704685792429259	0.718618322125256	0.603049062693289	0.8798718636054321	0.7853564835051153	0.6092050779208333	0.8889931663484067	0.43095062318148264	0	0	0	1
Fran	1	0.5124800890772158	0.724875816432375	0.21806086464422927	0.2751241834337679	0.7011034703342396	0.2993289850208366	0.677621772271299	0.2263837598109398	0.31506428784719664	0.5333315447277246	0.34185918637904267	0.2463584458285309	0.7724410474660183	1	0	0	0
Freddie	1	0.6430725453505096	0.8159243883002877	0.24989741172970278	0.18407561151520366	0.6974785436323897	0.28372859759842073	0.7421094884416137	0.17602644688797453	0.1505320959815867	0.42561071280615176	0.5474362691419761	0.17196872162821844	0.8551700178051853	1	0	0	0
Tyrone	0	0.3088938032568857	0.41133226472335377	0.7835988210338605	0.5886677352009276	0.8866677328215791	0.7948762472668982	0.7010930951912748	0.7314402880342257	0.9589074333575895	0.899749913126197	0.5610844218583937	0.9623584885002524	0.4184001389672993	0	0	0	1
Elden	0	0.6284815118383001	0.7185586048159791	0.7886074211210075	0.2814413950617355	0.7683245375553068	0.23260894469224636	0.25883248905449696	0.632560069378302	0.7560299979856849	0.4471806953372553	0.5312030794955191	0.506723322734651	0.4023103313501542	0	1	0	0
Mel	1		0.8423268358422991	0.2938324973419932	0.15767316401375972	0.7779199317660856	0.2998076276691314	0.7082214826982528	0.18456426872458653	0.19937030272033615	0.42411265503829965	0.5456917047141361	0.23366810047393702	0.8613149780692231	1	0	0	0
Pansy	1	0.43496280716947866	0.8351671051294837	0.20688285466860476	0.16483289471976756	0.7819713204328589	0.4910663866170732		0.33180605013462355	0.28329048337137497	0.5006758753620157	0.7655079606372917	0.27595577637547586	0.6912754592434969	1	0	0	0
Joseph	1	0.4967523931769327	0.3540489444710086	0.7415190871351766	0.6459510554453882	0.8292552907937524	0.8407796309061061	0.7430854788222113	0.6624859584600445	0.8990863771136415	0.7686406302605178	0.5773838184828977	0.9055200363383401	0.39030268814869506	0	0	0	1
Rosie	1	0.5362958724463758	0.8270030002583098	0.47594091474916617	0.17299699956707307	0.9674289674289674	0.1729326373562206	0.3857353425735406	0.45259766926689804	0.8680763231394115	0.6056466842778456	0.7945478016808211	0.42722955533258994	0.4449776349502758	0	1	0	0
Esther	1	0.8034501956296491	0.2297150892010306	0.8334116028567732	0.77028491071608	0.7727490804413881	0.6912949173340311	0.8218117317817272	0.7686552104743184	0.6696661714903043	0.657329741649546	0.557237769733075	0.9042205139808848	0.38014070439049813	0	0	0	1
Lucio	1	0.5480336513926047	0.7437907586668568	0.7489679118848757	0.25620924115875343	0.6402793325870249	0.32077907313582327	0.26748258669552943	0.6747918823765876	0.6782744039089997	0.5378143415409532	0.7289718174594637	0.4600471971697425	0.4369435879619577	0	1	0	0
Araceli	1	0.700678904473965	0.2762136078753636	0.1661648913580102	0.7237863920652696	0.1450503758196066	0.35085688756758165	0.27031678759551386	0.6601322814851878	0.6931605502860952	0.7368839376944492	0.523760121593917	0.22462815244360174	0.19548790550223652	0	0	1	0
Georgianna	0	0.4435380356618159	0.7964555828386388	0.6601072336502259	0.20354441698560619	0.7393251239405085	0.25595072408837627	0.37104064601898745	0.5175740152218419	0.7339513380331292	0.6234517582031177	0.6150952610814608	0.44661121963078915	0.5594953749945717	0	1	0	0
Mimi	1	0.5008350988973601	0.6069885350794223	0.23816774180034864	0.3930114647946265	0.7593155285462978	0.24863075165365897	0.6938424824066867	0.18814057164719905	0.37055650168012566	0.49766864633215707	0.2766984717114991	0.32736677860507324	0.769813696964433	1	0	0	0
Brandy	0	0.566026939671837	0.7186670349459287	0.6220148712364626	0.28133296492961846	0.7740817740817741	0.3347364844636153	0.09428496021428721	0.8402912163091781	0.7524403156991103	0.4800034453505674	0.5543625487303473	0.4861712741832157	0.17677074738350632	0	1	0	0
David	1	0.5672022640458995	0.7901459599563989	0.6280737360346164	0.20985403987904339	0.8320272935657551	0.18723939426413325	0.22396545468210252	0.7010753534723175	0.8454981196779453	0.6113440187896532	0.8265792684893039	0.4612341447885195	0.3146957918964694	0	1	0	0
Kermit	1	0.6377835856672286	0.7469077011936682	0.34067089902315245	0.25309229864764665	0.7719494642571565	0.18418857504208264	0.7249241794173916	0.08940510062194128	0.2623802157283007	0.3526178363191096	0.5764746248513303	0.2446060979012816	0.8799887089069354	1	0	0	0
Carroll	0	0.6234554536597436	0.335488206500692	0.6739950317497451	0.6645117934255843	0.814115891038968	0.9057496305638271	0.7945929592223372	0.7030580647600884	0.8759202278778215	0.7813890792954172	0.33218929206947556	0.8814821011780203	0.3179094106917966	0	0	0	1
Julie	0	0.609676321853301	0.696091075965729	0.6939388563852195	0.3039089238717329	0.638946638946639	0.33200471519502256	0.09088268013034626	0.6488629415761918	0.756393910010218	0.3458474414539633	0.5915088069004765	0.41956745472726903	0.28794458678942114	0	1	0	0
Granville	0	0.7387454958786323	0.10097097435004938	0.6974959272094606	0.8990290256295154		0.8064257133839565	0.657962342359648	0.5948220308256242	0.7069640425155176	0.3915926539053636		0.8486164536543	0.31137360489859733	0	0	0	1
Hannah	0	0.5321435751511684	0.3468259872891233	0.7984897037805809	0.6531740126167007	0.8371448371448371	0.6141723899673901	0.6581488708718604	0.5453663189355935	0.7289947471319119	0.5145601708663375	0.521289092262221	0.8377910309656331	0.5045381508663743	0	0	0	1
Lucien	0	0.5225708674203177	0.774579491333628	0.7775196793155101	0.22542050852794723	0.7392718161948931	0.322432726570115	0.20621205489906308	0.5602147981966945	0.6852902686522864	0.3440308446139853	0.7779763335002755	0.4686943969222465	0.46115429712945677	0	1	0	0
Julia	0	0.6518178865811979	0.6813646293467799	0.7753391374426936	0.3186353705271389	0.8179540487232796	0.1703968792642905	0.373725914626761	0.6606069898876714	0.7647648863881626	0.5735261236163317	0.6922252552428227	0.5527686367339518	0.4277370043861554	0	1	0	0
Wendell	0	0.5037270154493296	0.17518774481730479	0.06427164511621822	0.8248122551346847	0.09632709632709635	0.3758227267357339	0.2007915194725342	0.7562615578438038	0.7774627601732513	0.8997235499935878	0.5126825805932261	0.2716467747197006	0.12179180961480003	0	0	1	0
Angela	0	0.47412739897623063	0.787630603071307	0.2627146966076304	0.21236939677040484	0.7757343141958526	0.25678446837892216	0.6840936772162467	0.2122676365411372		0.4859657862392538	0.594284535536132	0.2582464505269122	0.8382550918486994	1	0	0	0
Ben	1	0.59310579465846	0.7366915000349058	0.24841527259262736	0.2633084998156989	0.7542512927128312	0.30874235029971075	0.6923377777714258	0.17571799613069197	0.19455609951055092	0.3553328013672127	0.2977461229120641	0.2400595944277476	0.8045555217787814	1	0	0	0
Orville	0	0.4149436308244282	0.7328242035531467	0.7198542863242097	0.2671757963119739	0.8177941254864333	0.2974699094057186	0.4294279995587463	0.6494444287416394	0.6405507605234061	0.6463461460382942	0.22338484926061095	0.571430777203644	0.5475094454336215	0	1	0	0
Julianne	1	0.5129285681146869	0.1890423338677933	0.7713537194838223	0.8109576660784188	0.6367077136307906	0.6769754316782145	0.6269394791963385	0.7435649979367119	0.7066412534292181	0.6727062279026572	0.40872461852546743	0.8640487378434729	0.39959612628653324	0	0	0	1
Rosanna	0	0.5343937027357222	0.7056656449015285	0.6458011022663882	0.2943343549713285	0.58611866304174	0.3720916531648319	0.1439476376308408		0.7015699068321979	0.603229212783577	0.6368287373126398	0.44345968841782807	0.2535718938637252	0	1	0	0
Jerald	1	0.5869353416946321	0.7094612032857102	0.7060226752664598	0.29053879655301057	0.7073404765712458	0.22273261569857494	0.2191538279764757	0.5942780866812167	0.7949044965244313	0.4777257014089671	0.4975705950166981	0.4504174248851372	0.39132322925261653	0	1	0	0
Letha	0	0.7558804880689112	0.2782286618558478	0.8010692607393317	0.7217713380996361	0.8338930646622954	0.7231216714849797	0.8307664026838466	0.8086788067855728	0.7882324583093054	0.7813080862956235	0.25969668027368653	0.9300234301438658	0.3312198723237938	0	0	0	1
Laverne	1	0.6455159828650078	0.2904902578707887	0.6694994656766141	0.7095097420708665	0.709792632869556	0.7158015422186884	0.6173385848261856	0.7325436911909089	0.7189320717996347	0.6153757382251507	0.7001902028908148	0.7844974197645309	0.30998393190602336	0	0	0	1
Chelsey	0	0.5919923294619798	0.7377460657805923	0.6826578922117995	0.2622539340532098	0.7391652007036622	0.26559462732463623	0.15354070724937519	0.6682071381754576	0.7841979324645906	0.4435053270217676	0.6863997579465301	0.4490465958353527	0.3094410908932992	0	1	0	0
Lorna	1	0.718648995561604	0.2919866800599076	0.2597634597213331	0.7080133198432244	0.09499440268671037	0.3062724305474197	0.25966715654546496	0.5098893057952677	0.7900611668131691	0.6764766584039956	0.4566792667559291	0.1983288967844057	0.2761323663525427	0	0	1	0
Efren	1	0.5994695575522323	0.8113191641536922	0.2996125719580329	0.1886808356777216	0.7603816834586066	0.3009132258110138	0.6677582447367945	0.1532365460725858	0.2384052255962365	0.3466914847532768	0.20583662109696535	0.22009568572052599	0.8194727928084423	1	0	0	0
Israel	0	0.5196634860739526	0.6996479833254193	0.1962370766221333	0.30035201650704674	0.6819659896582972	0.273454422953083	0.6558598158883464	0.20483503193015262	0.2698112147552739	0.4776409337960658	0.41152283737766177	0.22403552083924066	0.7794979806314327	1	0	0	0
Gene	0	0.5586656975395512	0.23129368083250948	0.22733333166628608	0.7687063191285419	0.04131350285196441	0.28722349326421737	0.19374922558254953	0.5335726444416451	0.9020271300455989	0.7961415881805436	0.3300624914677384	0.22534711480209024	0.2559169670386937	0	0	1	0
Adelina	0	0.5054126780384455	0.1551555262539738	0.40650239272738486	0.8448444736983977	0.21717575563729413	0.17387780457654617	0.17003720177362225	0.5606972930308546	0.8316246586928955	0.6336138053451691	0.7129811058673714	0.3890209591143152	0.30661831762713343	0	0	1	0
Tabatha	0	0.694585775482115	0.2262584300786175	0.6708310305390753	0.7737415698458546	0.7992963377578762	0.6880462402755985	0.7736080911391012		0.723896063098849	0.7532216558451995	0.5109825167986515	0.8795099377385901	0.31324097798236855	0	0	0	1
Rena	1	0.5306898844779858	0.7106929371009628	0.2800615160519137	0.2893070627531913	0.7725891572045418	0.16585483166830137	0.6184735445900691	0.11372366521945768	0.23220404406992487	0.30197018004867615	0.5850329301790343	0.2407097767089888	0.8447691840013898	1	0	0	0
Sallie	1	0.7168473470145215	0.3662012643426574	0.08347379352881173	0.6337987355497611	0.3023615331307639	0.33227595010606426	0.38631138713505514	0.7684030929786244	0.6487583414662679	0.8938243168181559	0.4250096719388899	0.24953580466233521	0.17514222434533375	0	0	1	0
Kirby	1	0.4784266118181959	0.8182358638245986	0.6531431194443935	0.18176413600926491		0.23924545595509442	0.4423339798483708	0.6051841486049178	0.7159906282796614	0.7114465205815885	0.6138009124247229	0.48969169119822814	0.535675511356234	0	1	0	0
Tammi	0	0.6102794488347277	0.2854322813580505	0.28055315366140365	0.7145677185613467	0.2140839063915987	0.2785721996689985	0.26956855970929705	0.5782635520466707	0.7728050902589931	0.7190419941922336	0.45231735173700977	0.2903108803344568	0.28525209536630913	0	0	1	0
Santo	0	0.3344416435983484	0.8304206339342647	0.6867392099047975	0.16957936588745995	0.6246601631217016	0.3326481111582424	0.21057284285142153	0.6816558652831181	0.6843115637000529	0.6428592988938631	0.3110152943996062	0.42736627328205684	0.4837364832587832	0	1	0	0
Millicent	0	0.5391877889983453	0.7796494660937336	0.25026695531454324	0.22035053374398308	0.7631536862306093	0.3669576073971991	0.6683276671800121	0.27125795988857987	0.35085809289762904	0.5219853602254007	0.6146919209488275	0.2739973689514946	0.7204585920875495	1	0	0	0
Vincenzo	0	0.5882266520266614	0.25483777834866994	0.20121725992929668	0.7451622215814405	0.0990457913534837	0.34527474100512107	0.24190015382150948	0.5959930801004443	0.7843418372186982	0.7735998166859386	0.3462647140099171	0.24130268904835914	0.24464758761453947	0	0	1	0
Patti	1	0.5306898844779858	0.3097605307946366	0.7210566984539114	0.69023946911181	0.8002558771789541	0.8464292519128317	0.8030504157795353	0.6379398272500881	0.8863905646675361	0.7924669408170972	0.7619134808076986	0.9049029807881805	0.4100621010118557	0	0	0	1
Bobby	1	0.6684889349396099	0.7055015622733825	0.6872482685835183	0.29449843757157035	0.7628871475025321	0.29521547032541695	0.1078733264121941	0.7166293337228176	0.7799099336080562	0.3583688268485786	0.599131497794557	0.46520458002323395	0.22115342858383638	0	1	0	0
Valentine	0	0.7336653109196913	0.5841806905744367	0.6850222723498179	0.4158193093231731	0.7645396876166107	0.12683116680663417	0.17222689774156966	0.5636171250380578	0.9256847961614046	0.38195463972033283	0.43204648874868534	0.4769053344704974	0.26950970599730756	0	1	0	0
Dollie	0	0.620215579233874	0.6520389543158129	0.8080309093711261	0.3479610455602428	0.768964230502692	0.22172112948002318	0.276297815294521	0.5991491446957206		0.40833942804769435	0.34736606440381806	0.5403668869687862	0.42736787249750297	0	1	0	0
Jessica	1	0.7556330513585822	0.6774372613706979	0.6770397658350328	0.32256273850816325	0.8300015992323685	0.17463018052330873	0.21925713778327413	0.7355062148019776	0.8547712020401461	0.5000536653124309	0.6516324654097001	0.4974026396951444	0.21922091457853823	0	1	0	0
Bart	0	0.6850053353540665	0.6920570634326118	0.6683944515722731	0.30794293641511133	0.7750946212484674	0.08658543265013086	0.3933515716828305	0.68172941639861	0.8779705234495322	0.7602498078598329	0.5506526535445212	0.4893365614116258	0.3799452816259174	0	1	0	0
Sydney	0	0.42397507075143437	0.18083115053634183	0.7908307990349398	0.8191688494295816	0.6716775947545179	0.5494246659164062	0.5561325288069042	0.7433694144425362	0.6867709684575608	0.6442496565889015	0.5846931596105528	0.8742399801464201	0.4328831371867808	0	0	0	1
Lesley	1	0.49174179979277177	0.762925691789827	0.23360670118940138	0.23707430803516408	0.7443360520283597	0.2791755079809022	0.6500846603888786	0.15612259476077545	0.13272665473557166	0.33287946715628286	0.7044290576436963	0.21726924564818667	0.8583402093194946	1	0	0	0
Tia	0	0.6420132069344138	0.7694211703173766	0.7985438129379704	0.23057882950339534	0.6658137427368197	0.3220254947434934	0.17956543630787522	0.8594557421386206	0.6794509476392459	0.5297017021270822	0.7294930778284295	0.4802592756250708	0.2914839101923829	0	1	0	0
Milo	0		0.3920772275150428	0.6847451122050895	0.6079227723750739	0.8797377258915721	0.7907504615723403	0.7248606257123427	0.7147919123249048	0.8262939007703306	0.7049733162793682	0.7333384888240138	0.8530604888494866	0.31908194727928085	0	0	0	1
Chauncey	0	0.6238730031084236	0.2537076904540605	0.35775630231015776	0.7462923094610303	0.27741350818273897	0.2702299774393113	0.35615998130382026	0.573118374136138	0.6597230046926712	0.660939150624897	0.4704108198078291	0.3601336074055656	0.3639640422113172	0	0	1	0
Robbin	0	0.48150410590291204	0.23133257858752132	0.2837541350102031	0.7686674213577919	0.1600298523375447		0.26709310446707124	0.6552143854532985	0.7562188568130783	0.8420728474145344	0.5818822024796807	0.33236975720351997	0.3079428496981804	0	0	1	0
Mellisa	1	0.5459845661351932	0.7549186757516262	0.7689889605854455	0.2450813240957964	0.6330294791833253	0.2340711121992501	0.2571341486300597	0.5000697964928127	0.7557325062545447	0.46874500689214915	0.591686984216585	0.41681877825246944	0.5191297172884006	0	1	0	0
Alexander	1	0.6125373088164793	0.3846653782126217	0.6524246832574124	0.6153346217055883	0.8766458766458767	0.8688746131406873	0.7371542142051556	0.7056211031593703	0.9121776632748483	0.7551276395260635	0.5222069016958977	0.866599496136806	0.28221218569505363	0	0	0	1
Jessie	1	0.6136121120269706	0.709842712711293	0.76690078754889	0.29015728715957934	0.7207740284663362	0.3182915361195874	0.2755427099995891	0.7209757806158091	0.6734863059201398	0.48912867001412497	0.3390915330258411	0.5120979944852416	0.38040126807660574	0	1	0	0
Marcos	1	0.7253916459180675	0.20641429080747106	0.8182985654652174	0.7935857091357083	0.7460952076336692	0.7915268091988017	0.7643791489234255	0.644525777847828	0.7944339863193337	0.5861397325805521	0.5413800336667237	0.9047842298793015	0.3740608850479872	0	0	0	1
Bess	0	0.5468351298269489	0.33711260281011546	0.723006945975756	0.662887397102197	0.8201396662935125	0.6970691087593093	0.7830050266696105	0.6581968571981953	0.7360416550196288	0.7365999935092573	0.5429515817426229	0.8624381610958548	0.4651930342641248	0	0	0	1
Marilynn	1	0.7364180443221008	0.6638965690819733	0.573224298085349	0.3361034307811389	0.7110720187643265	0.23742498347084356	0.2890104687783183	0.6610871357829647	0.8216186182770153	0.5715594292551571	0.45907387939369204	0.42323666129714177	0.2756763799018544	0	1	0	0
Seth	0	0.7170174597528726	0.6986659223035356	0.5794260668358739	0.3013340775569716	0.7567034490111413	0.2593925354122516	0.3799139741241833	0.6705597280258758	0.7690740983624684	0.629961520833684	0.6931032484936637	0.4490370508450411	0.332457549832805	0	1	0	0
Concepcion	1	0.5447396501863507	0.726709492166166	0.5988257708934973	0.27329050767687035	0.7147502532117918	0.31295857750828926	0.2640634077675483	0.7236637751305881	0.730700261142571	0.6131208244698335	0.6186157773811073	0.4555807031738215	0.3363442914839102	0	1	0	0
Antonette	0	0.27372686080138564		0.15760690094002203	0.9078457718321964	0.2918065994989072	0.19600975611992863	0.1455828399580576	0.9018721765606497	0.8253454253907049	0.9969648286998677	0.5925192272614124	0.4701943640762502	0.12209580058192558	0	0	1	0
Arnold	0	0.4813958523421431	0.22738801196009398	0.17141418037469372	0.7726119879555561	0.06588837358068131	0.2701650945881787	0.18766430562314523		0.907598611362441	0.9245682700995125	0.3288413061520128	0.25049704133373835	0.21466105007165504	0	0	1	0
Rosita	0	0.6224889040100212	0.6570015628635124	0.2454872496031047	0.34299843698981203	0.7531851378005224	0.2659707703667889	0.7590077680516666	0.222187522172522	0.3347980533821501	0.5279072386181093	0.7156396740439775	0.29769870283581695	0.7592608676770747	1	0	0	0
German	0	0.641162643242658	0.728171610218025	0.6830898610511819	0.27182838963773714	0.8087851164774242	0.15771766358724218	0.20881866251138329	0.6626029396472324	0.8643846206080598	0.5241468810917541	0.3297106627304384	0.47267774596738227	0.30766057237156386	0	1	0	0
Hallie	1	0.5873683559377078	0.6915804563346805	0.6181979532158727	0.308419543548587	0.7994562609947226	0.3123174672090589	0.36843534509483444		0.6922091628079561	0.6053553582336098	0.5241552646380762	0.5178581154034252	0.36967472966517567	0	1	0	0
Rufus	0	0.3493265082040734	0.8209236483280578	0.7013801758658227	0.17907635148664355	0.7223732608347992	0.37237723986295973	0.33222480526245113	0.614722580927658	0.599110139330137	0.5814405473381364	0.5293793008512628	0.4805372032841504	0.5649672124028315	0	1	0	0
Shanna	1	0.43967183706292623	0.8874728519047917	0.7261801023149126	0.1125271479350882	0.7305293459139613	0.25385531291874514	0.3130482663989084	0.7696927406203415	0.6999307445632161	0.7641137089801743	0.5587438264998469	0.46439718613685627	0.47153341729274334	0	1	0	0
Marion	1	0.55226327265979	0.7707680725383509	0.7508338355504176	0.22923192728594943	0.6650674342982036	0.38531874496011564	0.22219632623230684	0.6317788668975227	0.6318077916860391	0.3952951139715703	0.38657117218762305	0.4456788986653303	0.4312546141486082	0	1	0	0
Aisha	0	0.711821288835965	0.608404043131673	0.3118253457083259	0.39159595674774944	0.7450823604669758	0.22219181484904235	0.8135690061030989	0.0706948644871384	0.29215229993728936	0.3751329439696773	0.28869785502105116	0.2920107308149911	0.8543883267468625	1	0	0	0
Tabatha	0	0.5576527535066421	0.726542879990572	0.23243788098698936	0.27345711983847903	0.7431099738792046	0.22410409844727647	0.681105024438677	0.15115402287673582	0.12953243585952356	0.33657359558645583		0.21583862004144805	0.8571459590915014	1	0	0	0
Oma	1	0.6549881694322874	0.6431244180000405	0.30517794695595885	0.35687558185296886	0.8321339090569859	0.39260410749822117	0.7631411813475463	0.18890399063794844	0.40361756710960506	0.4212566837202895	0.3766043316904318	0.37121590262762394	0.7147696182741999	1	0	0	0
Florine	1	0.4847207831371882	0.3130933617861514	0.7876929410948145	0.686906638135699	0.7776533930380085	0.7122530692254786	0.6699442453572433	0.7039351629169668	0.7338339100258296	0.6687171096116812	0.3834294285479498	0.8840202263959414	0.43479393755157	0	0	0	1
Glenna	0	0.8574532576589394	0.6069871797352511	0.6474738531640992	0.39301282014732375		0.345071499113309	0.2696738610291554	0.553527303488551	0.7380033832183129	0.24412203000455404	0.5450052800816647	0.45419976766370684	0.2689451513440744	0	1	0	0
Sarah	0	0.49805143590615963	0.7012120878864785	0.8030086687709558	0.29878791195968185	0.7704035396343089	0.3087842298304523	0.2349298104565037	0.5882848738673588	0.679031297720398	0.35790478111580076	0.7393299687085503	0.538266989100183	0.46443305684631087	0	1	0	0
Vesta	1	0.443568965250607	0.859342975292468	0.6698600735477246	0.14065702452260645	0.753878138493523	0.33658943777431055	0.031091059175824536	0.6026106849040795	0.7537364669187118	0.3250149502354218	0.5523466087918085	0.3964615597973996	0.34459547487731795	0	1	0	0
Gabriella	1	0.5006495213646135	0.7543953258080602	0.2971460121135255	0.2456046740537579	0.7809584732661655	0.2024492981933812	0.7176546586915842	0.16270954074539748	0.28090993937575864	0.48580655543095674	0.4423115791558204	0.2746138630316349	0.8725626438528685	1	0	0	0
Billie	1	0.5628102624375609	0.25822260110535733	0.6594615779335579	0.7417773988514594	0.7564902180286796	0.7683673982722161	0.7047162433631261	0.6696563974758916	0.8203519735667612	0.7084577244422597	0.40109810479890834	0.8518575393351858	0.3520649672124028	0	0	0	1
Allison	0	0.46522740980158667	0.1534448018044614	0.26714447851035855	0.846555198123237	0.27640066101604566	0.21187590423259856	0.19620300494089243	0.7182274356899712	0.7841263795459809	0.7758176793326264	0.3727615582712709	0.40785771675971166	0.21288053154991965	0	0	1	0
Dovie	0	0.7468645129363005	0.6818117178570426	0.7351883621622486	0.3181882820031225	0.6842049149741458	0.26576895860982236	0.20642765841452496	0.6040888819149992	0.7776447932346682	0.36319198938361114	0.5731081990231748	0.4363090869992182	0.3227081252442785	0	1	0	0
Dianne	1	0.43897592131512614	0.8220328097055323	0.299321578910986	0.1779671901144341	0.7488672104056721	0.3353014690994534	0.7315143645784137	0.20596933839186954	0.3656064459294062	0.6122951288452827	0.6469940900613173	0.28253059029027466	0.8484822165284231	1	0	0	0
Robbie	1	0.46587693116620016	0.7758604560578711	0.7877488660463533	0.2241395437956135	0.7140039447731755	0.2566012784820824	0.21830371496225134	0.6450590927028462	0.7214303370381872	0.5103848290119881	0.3484503976501433	0.48653566822512045	0.4648890432969992	0	1	0	0
Mariah	1	0.7699611833660671	0.16700669670110543	0.7180288180425747	0.8329933032525013	0.6892691508076123	0.7456729162293183	0.7465388977408577	0.6006397751382978	0.7029436162969969	0.5167516758118129	0.5459009340125407	0.8251804143536445	0.376188821817866	0	0	0	1
Eunice	0	0.6250637922768817	0.7544525455858302	0.6618639147594623	0.24554745427626873	0.8325070632762941	0.2637130642491979	0.2217810392622029	0.7322988538957232	0.7697646627155268	0.5066103466564774	0.36624743317324576	0.4888809284917401	0.2843835497459504	0	1	0	0
