$Name	"%Input[4:0,0,0,0]<4:1,1,14,1>"	"%Input[4:0,0,1,0]"	"%Input[4:0,0,2,0]"	"%Input[4:0,0,3,0]"	"%Input[4:0,0,4,0]"	"%Input[4:0,0,5,0]"	"%Input[4:0,0,6,0]"	"%Input[4:0,0,7,0]"	"%Input[4:0,0,8,0]"	"%Input[4:0,0,9,0]"	"%Input[4:0,0,10,0]"	"%Input[4:0,0,11,0]"	"%Input[4:0,0,12,0]"	"%Input[4:0,0,13,0]"	"%Output[2:0,0]<2:1,4>"	"%Output[2:0,1]"	"%Output[2:0,2]"	"%Output[2:0,3]"
Rocky	0	26647	709.0946138370517	1.7053889315251418	-7.090946138	7.091	-328.7129553	435.50218282153816	6.300649174524696	1037.0283168962144	8.110274495677984	-0.939144431	-244.00363	7.56	0	1	0	0
Fred	1	37984	-544.1920488	-7.30885599	5.441920488261747	-6.18	-319.9468753	391.6529162915922	2.914731888	1082.5814087477208	10.948790872858233	1.7738866787768597	-251.12516	-80.42	0	0	1	0
Jan	0	44791	-197.5273177	2.7424444339618588	1.9752731769185083	6.603	527.3563229707513	605.5906004179383	5.480097322152394	1063.522360673685	9.407484155858127	-1.112649114	-232.65964	-19.94	0	0	0	1
Long	1	21630	-447.6498122	4.046727136762162	4.476498122360021	4.949	810.1544831409043	615.5310876490132	3.653494560249915	1075.8538502533456	9.622899465889688	0.5670955443680077	-229.38229	17	0	0	0	1
Fran	1	41907	470.65375662672136	-5.518263686	-4.706537566	4.425	-434.2932661	596.6100889263835	-4.161822974	967.2239116973597	5.027414761055882	-1.135957012	-252.27344	174.27	1	0	0	0
Freddie	1	58796	651.1987485578007	-4.820770853	-6.511987486	4.357	-468.2847232	626.3728860307857	-5.206672042	935.5792903077672	3.063206624	0.17361454831463918	-254.92326	212.37	1	0	0	0
Tyrone	0	15578	-151.0882087	6.8718573378725765	1.510882087334648	7.9060000000000015	645.4474512014251	607.4427290526703	6.317446315222874	1091.054831002211	11.708777390143444	0.2605563047012814	-226.76896	11.22	0	0	0	1
Elden	0	56909	458.1270261474805	6.981588542540248	-4.581270261	5.686	-579.6685909	403.3276902605525	4.2658097542267495	1052.0352351526687	3.4565189893797363	0.070205534	-242.99904	3.81	0	1	0	0
Mel	1		703.5535475473841	-3.858216489	-7.035535475	5.8660000000000005	-433.2503586	610.7326695816761	-5.029523289	944.9723856289353	3.0358906702990742	0.16250128642216274	-252.72548	215.2	1	0	0	0
Pansy	1	31882	689.3561417314064	-5.763157764	-6.893561417	5.942	-16.51943239		-1.974446893	961.1128278945888	4.431963256041222	1.5627795342839057	-251.21916	136.89	1	0	0	0
Joseph	1	39873	-264.678311	5.949951054189216	2.6467831099799968	6.829	745.4656657154428	626.8233315636505	4.886733220972539	1079.5493945614721	9.318098487516489	0.36438707213343535	-228.79359	-1.72	0	0	0	1
Rosie	1	44987	673.1671096812503	0.13151630549744284	-6.731671097	9.421	-709.6964284	461.89673418950485	0.5318228689636264	1073.5852035654214	6.346026797398995	1.7477697551565254	-245.83067	23.46	0	1	0	0
Esther	1	79537	-511.2264384	7.963183549223157	5.1122643835637325	5.769	419.7555989776198	663.1575923	7.089607790294157	1035.424804329289	7.288428374016317	0.2360522784837765	-228.83988	-6.4	0	0	0	1
Lucio	1	46505	508.1611883528949	6.113144062	-5.081611884	3.284	-387.5559813	407.31994051086957	5.142065215250079	1037.0804332529328	5.109155180436624	1.3300362081007877	-244.66168	19.76	0	1	0	0
Araceli	1	66246	-419.0220852	-6.655229618	4.1902208521911435	-6.006	-322.0198692	408.62799964753634	4.83789747	1039.9434988980925	8.739039146518566	0.022792243269547617	-253.04749	-91.44	0	0	1	0
Georgianna	0	32991	612.5930323684191	4.166334753886695	-6.125930324	5.142	-528.8095275	455.1147406869151	1.8799979516358296	1047.7888270360195	6.670688893495349	0.604617316	-245.14028	76.2	0	1	0	0
Mimi	1	40401	236.8888790015881	-5.077751005	-2.36888879	5.517	-544.7589089	604.0963783054931	-4.955319632	977.8967780641292	4.377128702454228	-1.5510452	-249.38786	173.06	1	0	0	0
Brandy	0	48832	458.3420379432199	3.331786028979228	-4.583420379	5.794	-357.1443809	327.38462690306415	8.575962196183463	1051.3448283965224	4.055017084006755	0.21773648372598434	-243.73112	-100.06	0	1	0	0
David	1	48984	600.0813499884385	3.464527018807125	-6.0008135	6.881	-678.523644	387.2356260460736	5.687413223	1069.242717805681	6.449913395821935	1.9518172949103816	-244.6194	-36.54	0	1	0	0
Kermit	1	58112	514.3419372851155	-2.832054657	-5.143419373	5.754	-685.1710296	618.4414085954005	-7.003952867	957.0911377	1.7322365656983032	0.3585953072795056	-252.33586	223.8	1	0	0	0
Carroll	0	56259	-301.4833725	4.470596381712079	3.0148337251116484	6.545	887.0278523685254	650.5954044412074	5.728551916089313	1075.0938286730584	9.550556841973153	-1.197556381	-229.64984	-35.06	0	0	0	1
Julie	0	54477	413.5749839598835	4.907536817133842	-4.13574984	3.259	-363.0965932	325.8143841057654	4.604073252276106	1052.1052266728987	1.6087835209345582	0.4543663775736535	-246.1036	-48.86	0	1	0	0
Granville	0	71169	-766.519901	4.985467109	7.665199010356482		670.6124148280203	587.5367388622665	3.4827942968644243	1042.5983367173747	2.4429129732006607		-230.82054	-38.07	0	0	0	1
Hannah	0	44450	-279.0010919	7.198095103701769	2.790010918745341	6.977	251.7144465726503	587.6228267343893	2.4566522833971103	1046.8355215419786	4.685132914318022	0.007051239	-231.20615	50.89	0	0	0	1
Lucien	0	43212	569.2137823348702	6.738672109965893	-5.692137823	5.141	-383.9528599	379.04195960795005	2.7647390103619123	1038.4298006989293	1.575659247465963	1.6422058316382266	-244.35366	30.91	0	1	0	0
Julia	0	59927	384.37314002707774	6.690899582239733	-3.8437314	6.617000000000001	-715.2215548	456.35406360746805	4.847747054958306	1053.7152239332383	5.760332596076107	1.0959524660246396	-241.35887	15.52	0	1	0	0
Wendell	0	40775	-619.3515715	-8.887563696	6.193515715066601	-6.92	-267.6221656	376.5402382619666	6.832455538744942	1056.1574171832387	11.708296678300936	-0.047774147	-251.37265	-125.38	0	0	1	0
Angela	0	36947	595.0935168	-4.539962626	-5.950935168	5.825	-526.9928942	599.5970452832613	-4.454714262		4.163735873868918	0.4720483839118659	-251.84998	204.58	1	0	0	0
Ben	1	52334	494.0836958	-4.853242384	-4.940836958	5.4220000000000015	-413.7826215	603.4019170744108	-5.213071996	944.0464656850093	1.7817419059762996	-1.416966999	-252.49781	189.06	1	0	0	0
Orville	0	29293	486.4150306274456	5.475306512698818	-4.864150306	6.614	-438.3439789	482.0620580996968	4.616138358367079	1029.8250116917336	7.088150790851537	-1.890664786	-240.69411	70.68	0	1	0	0
Julianne	1	41965	-591.8785797	6.603584822402266	5.918785797	3.217	388.55508009407134	573.2188619585679	6.569018353245692	1042.5362544080783	7.568807005325795	-0.710009396	-230.27083	2.56	0	0	0	1
Rosanna	0	44741	432.5608992333849	3.8529080471086825	-4.325608992	2.2680000000000002	-275.7517475	350.30527411138735		1041.5608778499807	6.301946027733197	0.7430643743812463	-245.25254	-64.69	0	1	0	0
Jerald	1	51536	440.0873111670082	5.1722758619274565	-4.400873112	4.542	-601.1879804	385.0149322785431	3.4715081598698303	1059.512001699204	4.0134841408943345	-0.144040843	-245.0047	-1.25	0	1	0	0
Letha	0	73385	-415.0263289	7.254609476514043	4.150263289492602	6.916	489.1024503769474	667.2904112153512	7.920045613054778	1058.228762712228	9.549079995699305	-1.659350378	-227.92076	-28.93	0	0	0	1
Laverne	1	59112	-390.7121666	4.3721050124103655	3.907121666260829	4.588	473.1527272589132	568.7877937159745	6.340340502640148	1044.9001583316203	6.523428759380362	1.1466909470801074	-233.10451	-38.71	0	0	0	1
Chelsey	0	52190	496.1748495670465	4.660387161137372	-4.961748496	5.138999999999999	-507.7965671	354.73273102288323	5.0054402954078725	1057.4527988027044	3.3895014197678117	1.0588427576788306	-245.05353	-38.96	0	1	0	0
Lorna	1	68570	-387.7448325	-4.60461997	3.8774483245021134	-6.945	-419.1642937	403.71291151908974	1.720550177	1058.5804798295928	7.637557962209646	-0.404527663	-253.98429	-54.3	0	0	1	0
Efren	1	53157	642.0668078877801	-3.73158339	-6.420668079	5.537000000000001	-430.8413869	592.0578084894732	-5.679532988	952.4800067295447	1.6241740139985756	-2.002450887	-253.20894	195.93	1	0	0	0
Israel	0	42836	420.6281622512083	-5.996391408	-4.206281623	4.066	-490.6709728	586.5663669451293	-4.608931188	958.5203482884486	4.0119384673969325	-0.692184122	-253.0686	177.52	1	0	0	0
Gene	0	47880	-508.0961662	-5.315117306	5.080961662440525	-7.952	-460.6697459	373.2900322282527	2.211948801657565	1080.1149921632357	9.819557716523132	-1.211104572	-253.02188	-63.61	0	0	1	0
Adelina	0	40993	-659.0745091	-1.38978157	6.5907450910048295	-4.653	-707.6370173	362.34630223638914	2.7747501536998858	1066.5744228339968	6.8559861598597145	1.2281718327105295	-247.19169	-40.26	0	0	1	0
Tabatha	0	65458	-518.0808292	4.401277678206937	5.180808291697742	6.267	412.67710381763453	640.9103293894799		1045.8548871507269	9.036945116609786	-0.05860393	-229.72009	-37.21	0	0	0	1
Rena	1	44262	442.5297807980382	-4.159918829	-4.425297808	5.766	-725.1181562	569.3116078495827	-6.499374126	951.2873280242824	0.8087147473593586	0.4131136082059517	-252.47465	207.58	1	0	0	0
Sallie	1	68337	-240.5808381	-8.466872317	2.4058083805465857	-3.055	-362.5056034	462.16259408384764	7.084376678562577	1031.4035829641168	11.60072861	-0.606269998	-252.16026	-100.81	0	0	1	0
Kirby	1	37503	655.7822946950319	4.013761055058096	-6.557822947		-565.2083931	488.0185114462386	3.697794829572822	1044.3344279084552	8.275207028	0.5963720283092984	-243.60572	65.23	0	1	0	0
Tammi	0	54555	-400.7418937	-4.149147758	4.007418936801956	-4.711	-479.5199236	408.28267256684836	3.1392272930778238	1055.2616034259238	8.413704761490253	-0.432314028	-250.70782	-50.1	0	0	1	0
Santo	0	18882	679.9441148751796	4.749802945846046	-6.799441149	2.991	-361.6947071	381.05457929351303	5.284483976823548	1038.2415655133746	7.024570762628695	-1.332439437	-245.8258	41.31	0	1	0	0
Millicent	0	45361	579.2673013893152	-4.812674686	-5.792673014	5.5889999999999995	-286.9382451	592.3206121	-3.230741401	974.1081657516603	4.820525642893224	0.60204795	-251.28892	150.33	1	0	0	0
Vincenzo	0	51703	-461.4093395	-5.887282774	4.614093394908483	-6.869	-334.1827271	395.5129669617437	3.5070920536817827	1057.4804761308203	9.408525512226813	-1.107892825	-252.45353	-68.8	0	0	1	0
Patti	1	44262	-352.500131	5.501649628380539	3.5250013096293724	6.285	757.7755427	654.4987457049356	4.3774327672933975	1077.1075977706141	9.752553292928006	1.5398819014558929	-228.81557	7.38	0	0	0	1
Bobby	1	62083	432.2355311779952	4.760955687348787	-4.322355312	5.584	-443.2561434	333.6560195053469	6.010138182397384	1056.628084205546	1.8371015411409224	0.5029246072838629	-244.47797	-79.62	0	1	0	0
Valentine	0	70512	191.66200704041302	4.712187320128479	-1.91662007	5.615	-810.1462516	363.35690519590827	2.8353328888452225	1084.6650919261292	2.267171052630643	-0.561443916	-244.06118	-57.35	0	1	0	0
Dollie	0	55840	326.22171982116316	7.407129158171243	-3.262217198	5.6979999999999995	-603.391893	411.3884030926083	3.572576309284673		2.7482777708263617	-1.100876979	-241.80063	15.35	0	1	0	0
Jessica	1	73353	376.58535593551886	4.537302114503309	-3.765853559	6.843	-705.9976763	385.06261250357255	6.401809033311918	1071.026217904592	4.420617725	0.8373674019463226	-243.33105	-80.51	0	1	0	0
Bart	0	64219	405.57572877883433	4.347895747	-4.055757288	5.813	-897.837096	465.4118266	5.286010067276183	1075.488163826367	9.165098168617954	0.1941036295098912	-243.61837	-6.49	0	1	0	0
Sydney	0	30461	-608.1609661	7.030299546150498	6.0816096613624415	3.873	110.63657300399299	540.5395701	6.564960248876256	1038.7145849967512	7.0499228867192425	0.4109491944126668	-229.90781	17.89	0	0	0	1
Lesley	1	39225	546.1048515582914	-5.177676827	-5.461048516	5.2360000000000015	-478.2053839	583.9009789986392	-5.619651213	932.1547541090092	1.3723222888566218	1.1736933909229337	-253.30962	213.83	1	0	0	0
Tia	0	58659	558.9850768521734	7.199280557305688	-5.589850769	3.763	-384.8401714	366.7438360311535	8.973601303380999	1037.3067189449287	4.961227318522902	1.3333567521300267	-243.94171	-47.23	0	1	0	0
Milo	0		-189.2700326	4.7061151410689135	1.892700325590522	7.776	636.4578368	618.4120768692837	5.972014066480608	1065.549153467155	8.157173029037725	1.3578528720761662	-230.66224	-34.52	0	0	0	1
Chauncey	0	56313	-463.6502501	-2.457738111	4.636502500606741	-3.523	-497.6966702	448.2469179293768	3.0324715106011406	1033.5124263006678	7.354243224801251	-0.317054628	-248.22068	-13.85	0	0	1	0
Robbin	0	37901	-508.0190338	-4.079018873	5.080190338128575	-5.725		407.1401840978691	4.7358574923446985	1052.0715585372977	10.65707959157059	0.3930427747554777	-249.20965	-39.65	0	0	1	0
Mellisa	1	46240	530.2273192	6.551776365317947	-5.302273192	3.148	-576.4826954	402.5438609598957	1.516808067912832	1051.9780183059731	3.849727948784812	0.4555014065502934	-246.20151	57.61	0	1	0	0
Alexander	1	54847	-203.9673776	3.998021154306869	2.039673776121939	7.718	806.6814136	624.0858951051516	5.781731645651822	1082.0672531603082	9.071699291714696	0.012897888422093122	-230.17997	-51.5	0	0	0	1
Jessie	1	54986	440.84382623089516	6.506027505582906	-4.408438262	4.794	-392.9760395	411.03990190478265	6.1003213300208685	1036.1595341491422	4.221408674350881	-1.153587577	-242.80759	-6.28	0	1	0	0
Marcos	1	69442	-557.4308145	7.632078695509895	5.574308145	5.269	638.1494093440018	636.6509269642495	4.514082718303876	1059.4215080570089	5.990332243527781	0.1350349866516061	-228.8198	-9.2	0	0	0	1
Bess	0	46350	-298.2622718	5.544376739	2.982622717840377	6.6579999999999995	432.3369006341099	645.2472652	4.797739920975449	1048.1908595432876	8.733861638425891	0.14504609605254093	-230.3282	32.77	0	0	0	1
Marilynn	1	70868	349.7348064996019	2.2628549354313416	-3.497348065	4.612	-569.1749941	417.2556309736137	4.857709460854919	1064.649952266996	5.7244714074980845	-0.38927345	-245.9729	-54.51	0	1	0	0
Seth	0	68359	418.6807819064729	2.3987267447642164	-4.186807819	5.468	-521.3102149	459.21001773686135	5.054253489955328	1054.5440184680233	6.7893895060061205	1.1015454775412754	-245.05387	-28.36	0	1	0	0
Concepcion	1	46079	474.2898484815368	2.8237462830384312	-4.742898485	4.681	-404.5959454	405.7418984473488	6.156093737254994	1047.1635445539496	6.482312107498415	0.6270437847565277	-244.82078	-26.57	0	1	0	0
Antonette	0	11030		-6.842722846	7.840030898335224	-3.253	-659.4140302	351.0599635	9.85368742	1065.3667323619277	13.48141806518045	0.4608029791192174	-244.30023	-125.24	0	0	1	0
Arnold	0	37887	-515.840922	-6.540225266	5.158409219526714	-7.491	-497.8380425	370.4816797403157		1081.1865600725398	12.161321413854992	-1.218883793	-252.12602	-82.61	0	0	1	0
Rosita	0	56134	336.0623367778062	-4.917391145	-3.360623368	5.402	-506.9769945	634.1718917533511	-4.248889474	971.0193242051724	4.928506629654286	1.245107500969116	-250.44466	168.2	1	0	0	0
German	0	58549	477.18915910727776	4.6698509754366935	-4.771891591	6.445	-742.8481133	380.2449783858424	4.889160429203322	1072.8751751657326	4.859939345873153	-1.213345799	-244.21177	-39.78	0	1	0	0
Hallie	1	51592	404.63063954915225	3.2481628597843266	-4.046306395	6.27	-405.9928513	453.91232498038454		1039.7605177063929	6.340714686673364	0.025309392	-242.60241	-11.22	0	1	0	0
Rufus	0	20807	661.1120436579648	5.070565395322594	-6.611120437	4.824	-275.1294868	437.2001972439055	3.8957049551159013	1021.8547005146866	5.904646144320843	0.05858766	-243.93181	78.72	0	1	0	0
Shanna	1	32491	793.0759523309309	5.613896018167057	-7.930759523	4.977	-533.3751884	428.34971424877295	7.111135197996642	1041.2456163269326	9.235553491752476	0.2456461937367628	-244.50673	35.69	0	1	0	0
Marion	1	47052	561.6559199596363	6.154023758537017	-5.6165592	3.7489999999999997	-246.9314297	386.41912618796374	4.249600813824982	1028.143468794004	2.5104245404568672	-0.851131757	-245.17349	17.14	0	1	0	0
Aisha	0	67687	239.69576421273362	-3.46401913	-2.396957642	5.25	-602.3663235	659.3533550509658	-7.392166051	962.8172288806368	2.142782574905993	-1.47460647	-250.64727	212.01	1	0	0	0
Tabatha	0	47749	473.9594644537471	-5.203283992	-4.739594645	5.212999999999999	-598.1996766	598.2177024949481	-5.722742649	931.5404071789533	1.4396819350126968		-253.36058	213.28	1	0	0	0
Oma	1	60337	308.54461787237733	-3.60965405	-3.085446179	6.882999999999999	-231.0574593	636.0795719842497	-4.939479676	984.2554419	2.9838141870231385	-0.914622739	-247.82592	147.71	1	0	0	0
Florine	1	38317	-345.8912855	6.961553604	3.4589128549463566	5.8610000000000015	465.4210111	593.0667059477843	5.746750567656782	1047.7662420039394	7.4960684415118966	-0.87114536	-229.55943	18.77	0	0	0	1
Glenna	0	86521	236.8861914184944	3.889555606890064	-2.368861914		-334.6255679	408.33127192815147	2.625982150484424	1048.5681604557276	-0.246102645	0.15812860944424978	-244.86997	-57.61	0	1	0	0
Sarah	0	40041	423.72970727890487	7.297099109535134	-4.237297073	5.725	-413.6913708	392.29596800999326	3.3471567507216777	1037.2260073063885	1.8286400171438568	1.3960199262805228	-241.87543	32.42	0	1	0	0
Vesta	1	32995	737.2957435720047	4.380005410809342	-7.372957436	5.415	-353.1070079	298.21895991191036	3.6443987884960087	1051.5941183023024	1.2289187534920265	0.2048944997103961	-246.92665	-22.77	0	1	0	0
Gabriella	1	40377	529.1895411283647	-3.785622159	-5.291895411	5.922999999999999	-645.3830057	615.0863313301887	-5.482980609	960.6549757710112	4.160832420156689	-0.496053016	-251.26696	220.38	1	0	0	0
Billie	1	48416	-454.6973968	4.1521893682783775	4.546973968449776	5.4639999999999995	587.6877059480232	609.1149083500918	5.035510550182293	1064.4063373741496	8.220708584271447	-0.758591978	-230.70509	-19.33	0	0	0	1
Allison	0	35796	-662.4667944	-4.442912493	6.624667943509652	-3.542	-624.843511	374.4225167	6.043296729866028	1057.4390369668408	9.448966565083404	-0.939102057	-246.52071	-83.43	0	0	1	0
Dovie	0	72219	385.25969529995973	5.811254	-3.852596953	4.1080000000000005	-507.4167192	379.1414663677916	3.6750694633102596	1056.1924277622848	1.9250482727865847	0.3371504289632541	-245.50725	-32.85	0	1	0	0
Dianne	1	32401	663.3114579687891	-3.737958628	-6.63311458	5.3210000000000015	-355.9133441	621.4829544195684	-4.585395797	976.9447294813398	6.467256170447585	0.8078199234012003	-250.98496	209.29	1	0	0	0
Robbie	1	35880	571.7538745192702	6.9627788390350505	-5.717538745	4.667	-527.392044	384.6225825	4.525148311300644	1045.3806518855465	4.608998704258504	-1.093969536	-243.71814	32.63	0	1	0	0
Mariah	1	75206	-635.5742012	5.435313135279752	6.3557420120703485	4.203	538.2390293299384	628.4171762940286	3.6035049617138015	1041.8250846013768	4.725093354369534	0.16383412340521916	-231.65535	-8.22	0	0	0	1
Eunice	0	56467	529.3030052289412	4.204821103561154	-5.293030052	6.89	-511.8962775	386.2274602	6.335260445646684	1054.6768353183302	4.540173864869352	-0.980598477	-243.6346	-50.5	0	1	0	0
Jermaine	0	57493	-316.9581963	7.056762549034356	3.169581963040176	6.811	439.41168465083916	635.974144	7.627175738593737	1051.755077750188	9.270981683234801	0.8064682477769355	-228.81269	-9.05	0	0	0	1
Darius	0	47435	514.2680470858512	-6.938641459	-5.142680471	3.594	-299.5844496	593.3684428138996	-2.623107734	956.0789221	5.4962643095943235	-0.550871552	-253.83873	147.31	1	0	0	0
Wilma	0	58994	-529.8336463	-7.551878452	5.298336462977353	-5.441	-420.0061456	372.0458319129935	7.031750274519412	1046.2061307871647	9.484187396697552	1.7694646986024396	-251.70157	-134.02	0	0	1	0
Sylvester	0	66124	153.9488923822856	-6.954602943	-1.539488924	4.563	-236.0976825	573.5525538447382	-4.505731042		-0.078768812	-0.813700872	-252.0244	109	1	0	0	0
Archie	1	66029	418.7979986881364	5.241966825	-4.187979987	3.957	-671.4414287	438.31538669812005	4.935839154299717	1060.1202962775103	6.812913992597643	0.4430065845720449	-244.95264	-4.13	0	1	0	0
Caryn	1	65151	-340.4771288	-9.57392446	3.4047712877179466	-6.991	-240.3844854	424.1737103817173	5.3553119373615194	1053.3427703322022	11.960950732479231	0.1851757806294785	-255.36437	-111.75	0	0	1	0
Octavia	0	53672	-568.4347528	-4.239520729	5.684347528438543	-7.214	-558.7776213	350.1109816572477	1.390732469720544	1087.122080148455	7.717584206839883		-252.34285	-73.57	0	0	1	0
Elmo	0	80698	-585.0191292	3.1898344848682485	5.8501912915779615	4.982	1092.3886105728684	623.5655706886978	6.364252990529107	1068.6085802845414	6.424160493348571	1.2666859829880914	-230.46179	-107.59	0	0	0	1
Theresa	0	69117	-642.0676827	6.704010364837727	6.420676826711983	4.078	586.2531378333607		2.854086625690122	1015.2539996307147	1.364061915645859		-231.57692	18.2	0	0	0	1
Lynda	1	63085	-535.9631008	5.204957838617238	5.3596310084915775	4.947	586.1422517648629	606.4891068	1.4228441184972218	1032.6371003153909	2.3528399658000354	-0.592417309	-232.47674	22.38	0	0	0	1
Curt	0	99356	-643.1680713	3.864537490275976	6.431680713069308	4.954	832.7382625617622	635.2443531910724	3.2624078281703843		2.1728626875837134	1.34144307	-232.6804	-62.53	0	0	0	1
Sharyn	0	32757	559.5125234247852	-4.459940037	-5.595125234	5.432	-593.1249868	565.6424557351163	-5.264616268	962.2932170297298	3.2163321961770768	0.2411916856305921	-252.34838	200.17	1	0	0	0
Roman	0	43903	-615.7762884	5.282133070929046	6.1577628844546295	3.335	552.5711492773577	571.3624087031078	3.1248889801370154	1029.5300542313096	3.825085878371043	0.8936793324806668	-231.97034	23.05	0	0	0	1
Sheri	0	64893	-519.5256358	-6.361745193	5.195256358296159	-6.945	-628.7998129	335.23456452572975	4.204773786179422		8.735903218516459	-1.994852871	-253.98085	-128.79	0	0	1	0
Sharonda	1	30360	714.1149421297548	3.8020363786508353	-7.141149421	5.747000000000001	-484.5331077	414.25739614816484	7.048594642235372	1044.573924674855	8.599684067619055	1.0418670200071052	-244.29127	8.27	0	1	0	0
Rudy	1	53747	402.3001417950553	3.5301234602470117	-4.023001418	8.131	-623.5214067	395.7218484505045	5.086696892	1064.693322863819	4.2746396273666285	0.3196918148834346	-242.27829	-47.35	0	1	0	0
Ruthie	1	55822	-605.1690925	3.649099472007122	6.051690924876692	5.044	606.1203515	690.8804539178152	4.221924952936674	1041.5330878808963	8.997370378174917	0.9700286918905174	-230.0022	24.51	0	0	0	1
Antone	1	38267	-483.1771126		4.831771126229636	-5.068	-589.6541349	406.18381761432516	5.884951929590099	1067.772809838536	12.952910852367266	-0.358779492	-249.85396	-75.77	0	0	1	0
Jean	0	25521	-436.2488464	6.474863131317236	4.362488464341468	4.869	522.1715997244451	527.9337937892278	4.459569723219412	1046.1639573249836	4.7524221195076715	0.059904606	-230.4195	12.92	0	0	0	1
Eileen	0	91006	49.84224410654053	4.071053238	-0.498422441	4.953	-767.5123198	419.5410370404423	2.5460896700147537	1078.8972409376834	2.6291770181414966	-2.321061298	-244.26175	-60.98	0	1	0	0
Jonathan	0	40304	575.2121843783339	4.274065280088816	-5.752121844		0.6005743975177502	336.50614583541494	8.121613195628488	1018.2205012936674	3.744288425463465	-0.125370582	-246.37242	-45.07	0	1	0	0
Brooks	1	49342	-526.0859807	-4.036462449	5.2608598069250565	-5.764	-627.6900074	374.5229978785511	4.326933289561747	1062.0475552673126	9.142679119096826	1.6149153943110088	-250.42092	-68.14	0	0	1	0
Amanda	0	44716	362.5032318904866	5.234574629385135	-3.625032319	3.715	-344.9898066	480.13605325383776	4.281443155647205	1027.4836774108724	6.486040479708785	-0.693701789	-242.9028	55.66	0	1	0	0
Russ	0	44770	-531.9043968	-5.154941165	5.3190439675433865	-5.577	-401.9862002	399.7636080150557	3.8752004138047855	1056.4237410427052	9.339369229360576		-250.01667	-61.42	0	0	1	0
Wilbur	0	45982	-488.978508	-4.963730079	4.889785079868637		-617.4040268	398.49990048810594	5.528243231441679	1059.217553368259	9.617422309157933	-0.563219902	-247.73032	-83.27	0	0	1	0
Valarie	1	42551	657.1000951	8.127386769410322	-6.571000951	3.9189999999999996	-294.8378633	319.1080196126196	2.827435252204852	1036.4315100603385	-0.685187848	0.3556839544802716	-245.78322	18.2	0	1	0	0
Oma	1	46919	-404.3721865	-5.078322642	4.043721865	-4.61	-322.9054894	456.63592378464597	3.9688566525093836	1039.1307085684732	10.276648636048334	0.085245138	-249.67188	-28.32	0	0	1	0
